session_index,question,rank_in_log,score,dense_score,sparse_score,sum_score,title
1,Как у нас проходит процедура закупки оборудования от начала до конца?,41,0.0259,0.0,0.52,0.0,Определения и сокращения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,42,0.0255,0.0,0.51,0.0,6 Ответственность
1,Как у нас проходит процедура закупки оборудования от начала до конца?,43,0.0253,0.0,0.51,0.0,Приложение 2 Перечень внутренней документации ИСМ отдела
1,Как у нас проходит процедура закупки оборудования от начала до конца?,44,0.0251,0.0,0.5,0.0,12 Перечень нормативных документов по контролю качества выпускаемой продукции
1,Как у нас проходит процедура закупки оборудования от начала до конца?,45,0.5033,0.0,0.5,0.74,При этом проверяются:
1,Как у нас проходит процедура закупки оборудования от начала до конца?,46,0.5043,0.0,0.5,0.74,Он обязан:
1,Как у нас проходит процедура закупки оборудования от начала до конца?,47,0.025,0.0,0.5,0.0,1 Общие положения. Контроль качества приемки работ
1,Как у нас проходит процедура закупки оборудования от начала до конца?,48,0.025,0.0,0.5,0.0,F:\\\\ !Шаблоны документов\\\\Бланки регистрации
1,Как у нас проходит процедура закупки оборудования от начала до конца?,49,0.5044,0.0,0.0,0.78,2 Область применения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,50,0.4979,0.0,0.0,0.77,1 Назначение
1,Как у нас проходит процедура закупки оборудования от начала до конца?,51,0.4953,0.0,0.0,0.76,1 Общие положения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,52,0.4937,0.0,0.0,0.76,6 Предпроектная проработка
1,Как у нас проходит процедура закупки оборудования от начала до конца?,53,0.4897,0.0,0.0,0.75,1 Назначение.
1,Как у нас проходит процедура закупки оборудования от начала до конца?,54,0.4868,0.0,0.0,0.75,5 Основные положения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,55,0.4853,0.0,0.0,0.75,Исполнитель обязан:
1,Как у нас проходит процедура закупки оборудования от начала до конца?,56,0.4814,0.0,0.0,0.74,2 Область применения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,57,0.4805,0.0,0.0,0.74,3 Порядок работы по РД представлен в таблице:
1,Как у нас проходит процедура закупки оборудования от начала до конца?,58,0.4803,0.0,0.0,0.74,5 Ответственность.
1,Как у нас проходит процедура закупки оборудования от начала до конца?,59,0.4802,0.0,0.0,0.74,3 Нормативные ссылки
1,Как у нас проходит процедура закупки оборудования от начала до конца?,60,0.4799,0.0,0.0,0.74,Организация договорной работы
1,Как у нас проходит процедура закупки оборудования от начала до конца?,61,0.4763,0.0,0.0,0.73,Общие положения
1,Как у нас проходит процедура закупки оборудования от начала до конца?,62,0.4762,0.0,0.0,0.73,7 Управление входящей документацией
1,Как у нас проходит процедура закупки оборудования от начала до конца?,63,0.476,0.0,0.0,0.73,Приложение 2. Перечень регламентированных процессов информационно-технического отдела.
1,Как у нас проходит процедура закупки оборудования от начала до конца?,64,0.4759,0.0,0.0,0.73,АО «ВолгоградНИПИнефть»
1,Как у нас проходит процедура закупки оборудования от начала до конца?,65,0.4759,0.0,0.0,0.73,Согласовано:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",1,0.7097,0.76,0.0,0.74,"8 Верификация поставленной продукции, работ (услуг)"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",2,0.746,0.76,0.51,0.76,"6 Оценка, выбор и переоценка поставщиков."
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",3,0.2264,0.75,0.0,0.0,решений
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",4,0.7134,0.75,0.0,0.75,Примечания
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",5,0.6892,0.74,0.0,0.72,"7 Выполнение работ, оказание услуг"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",6,0.6888,0.74,0.0,0.72,ЛИСТ СОГЛАСОВАНИЯ ДОГОВОРА
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",7,0.2209,0.74,0.0,0.0,Таблица 1
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",8,0.2201,0.73,0.0,0.0,Размер материальной помощи
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",9,0.6851,0.73,0.0,0.72,ИНСТРУКЦИЯ Внешние поставки «ИН-01-ВП»
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",10,0.6799,0.73,0.0,0.71,Организация договорной работы
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",11,0.6754,0.73,0.0,0.7,Организация договорной работы
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",12,0.2189,0.73,0.0,0.0,Организация договорной работы
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",13,0.2188,0.73,0.0,0.0,Приложение Д
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",14,0.2182,0.73,0.0,0.0,СОГЛАСОВАНО:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",15,0.7438,0.72,0.56,0.77,"7 Порядок действий при внешних поставках для осуществления работ по договорам в офисе Института и внешних поставках, связанных с развитием инфраструктуры и материальных ресурсов Института"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",16,0.2162,0.72,0.0,0.0,P:\\\\Информация…
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",17,0.216,0.72,0.0,0.0,Приложение В
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",18,0.216,0.72,0.0,0.0,Приложение В
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",19,0.216,0.72,0.0,0.0,Приложение В
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",20,0.7239,0.72,0.52,0.74,2 Область применения
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",21,0.2156,0.72,0.0,0.0,6 Основные этапы подготовки ТП.
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",22,0.2155,0.72,0.0,0.0,5 Бюджет командировки
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",23,0.2154,0.72,0.0,0.0,Порядок работы
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",24,0.6904,0.72,0.0,0.73,Исполнитель обязан:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",25,0.2153,0.72,0.0,0.0,1 Назначение.
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",26,0.6869,0.71,0.0,0.73,Приложение Д
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",27,0.6804,0.71,0.0,0.72,ИН-01-ВП
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",28,0.2144,0.71,0.0,0.0,3 Обработка персональных данных
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",29,0.2143,0.71,0.0,0.0,СОГЛАСОВАНО:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",30,0.2143,0.71,0.0,0.0,Приложение 3. Перечень программного обеспечения
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",31,0.6823,0.71,0.0,0.72,Приложение А
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",32,0.2143,0.71,0.0,0.0,Приложение А
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",33,0.214,0.71,0.0,0.0,5 Ответственность.
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",34,0.214,0.71,0.0,0.0,"Порядок приемки, регистрации и архивирования источников информации."
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",35,0.6912,0.71,0.0,0.73,6 Порядок обеспечения дистанционных работников необходимым оборудованием и иными средствами
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",36,0.2136,0.71,0.0,0.0,ИНСТРУКЦИЯ По подготовке тендерного предложения «ИН-01-ПТП»
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",37,0.6694,0.71,0.0,0.7,6 Организация договорной работы
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",38,0.2134,0.71,0.0,0.0,СОГЛАСОВАНО:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",39,0.2133,0.71,0.0,0.0,3 Задачи
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",40,0.2133,0.71,0.0,0.0,3 Задачи
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",41,0.4869,0.0,0.0,0.75,5 Основные положения
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",42,0.475,0.0,0.0,0.73,2 Область применения
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",43,0.4746,0.0,0.0,0.73,"4 Термины, обозначения, сокращения"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",44,0.474,0.0,0.0,0.73,1 Назначение
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",45,0.4701,0.0,0.0,0.72,7 Приемка материалов по окончании полевых работ
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",46,0.4687,0.0,0.0,0.72,Определения
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",47,0.4677,0.0,0.0,0.72,Внутреннего трудового распорядка АО «ВолгоградНИПИнефть»
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",48,0.4668,0.0,0.0,0.72,2 При использовании программных средств для разработки проектной и рабочей документации объем проверок может быть сокращен.
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",49,0.4612,0.0,0.0,0.71,Основные права и обязанности работодателя
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",50,0.4602,0.0,0.0,0.71,ПЛ-08-УИСМ
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",51,0.4602,0.0,0.0,0.71,ПОЛОЖЕНИЕ Об уполномоченном по интегрированной системе менеджмента в отделе инженерных изысканий «ПЛ-08-УИСМ»
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",52,0.4593,0.0,0.0,0.71,"10 Функциональные обязанности должностных лиц по контролю качества геодезических, инженерно-изыскательских и картографических работ"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",53,0.459,0.0,0.0,0.71,Приложение Г
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",54,0.4589,0.0,0.0,0.71,Ответственность работодателя за нарушение прав работников
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",55,0.4589,0.0,0.0,0.71,5 Права
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",56,0.4588,0.0,0.0,0.71,"8 Иные положения, связанные с организацией труда дистанционных работников"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",57,0.4588,0.0,0.0,0.71,"11 Требования, предъявляемые к субподрядным организациям."
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",58,0.4573,0.0,0.0,0.7,6 Ответственность
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",59,0.4557,0.0,0.0,0.7,5 Порядок приема и перевода работника на дистанционную работу
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",60,0.4554,0.0,0.0,0.7,"9 Стадия экспертиз, защит и согласований"
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",61,0.4541,0.0,0.0,0.7,Он обязан:
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",62,0.4539,0.0,0.0,0.7,"Приложение 7. Выпуск продукции на 20__ г. на основании заключенных договоров, с НДС."
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",63,0.4538,0.0,0.0,0.7,5 Стадии выполнения работ
7,"Что делать, если поставщик привез продукцию ненадлежащего качества?",64,0.4538,0.0,0.0,0.7,Производственная информация
18,Что делать после того как нашли новый тендер?,1,0.7309,0.77,0.0,0.77,6 Основные этапы подготовки ТП.
18,Что делать после того как нашли новый тендер?,2,0.6847,0.76,0.0,0.7,Организация договорной работы
18,Что делать после того как нашли новый тендер?,3,0.2285,0.76,0.0,0.0,Организация договорной работы
18,Что делать после того как нашли новый тендер?,4,0.6915,0.76,0.0,0.71,Организация договорной работы
18,Что делать после того как нашли новый тендер?,5,0.7174,0.76,0.0,0.75,ИН-01-ПТП
18,Что делать после того как нашли новый тендер?,6,0.7426,0.76,0.51,0.75,ИНСТРУКЦИЯ По подготовке тендерного предложения «ИН-01-ПТП»
18,Что делать после того как нашли новый тендер?,7,0.7349,0.75,0.52,0.74,Приложение 2 Исходные данные для составления смет.
18,Что делать после того как нашли новый тендер?,8,0.2251,0.75,0.0,0.0,решений
18,Что делать после того как нашли новый тендер?,9,0.224,0.75,0.0,0.0,Приложение В
18,Что делать после того как нашли новый тендер?,10,0.224,0.75,0.0,0.0,Приложение В
18,Что делать после того как нашли новый тендер?,11,0.224,0.75,0.0,0.0,Приложение В
18,Что делать после того как нашли новый тендер?,12,0.2222,0.74,0.0,0.0,5 Бюджет командировки
18,Что делать после того как нашли новый тендер?,13,0.2212,0.74,0.0,0.0,Приложение А
18,Что делать после того как нашли новый тендер?,14,0.2212,0.74,0.0,0.0,Приложение А
18,Что делать после того как нашли новый тендер?,15,0.7089,0.74,0.0,0.75,1 Назначение.
18,Что делать после того как нашли новый тендер?,16,0.2202,0.73,0.0,0.0,Приложение Д
18,Что делать после того как нашли новый тендер?,17,0.2197,0.73,0.0,0.0,Приложение Б
18,Что делать после того как нашли новый тендер?,18,0.6906,0.73,0.0,0.72,6 Организация договорной работы
18,Что делать после того как нашли новый тендер?,19,0.2194,0.73,0.0,0.0,Приложение Б
18,Что делать после того как нашли новый тендер?,20,0.2194,0.73,0.0,0.0,Приложение Б
18,Что делать после того как нашли новый тендер?,21,0.2194,0.73,0.0,0.0,Приложение Б
18,Что делать после того как нашли новый тендер?,22,0.2189,0.73,0.0,0.0,"7 Выполнение работ, оказание услуг"
18,Что делать после того как нашли новый тендер?,23,0.2188,0.73,0.0,0.0,Приложение Г
18,Что делать после того как нашли новый тендер?,24,0.2188,0.73,0.0,0.0,Приложение Г
18,Что делать после того как нашли новый тендер?,25,0.2188,0.73,0.0,0.0,Приложение Д
18,Что делать после того как нашли новый тендер?,26,0.2182,0.73,0.0,0.0,Порядок работы
18,Что делать после того как нашли новый тендер?,27,0.2173,0.72,0.0,0.0,Размер материальной помощи
18,Что делать после того как нашли новый тендер?,28,0.6785,0.72,0.0,0.71,ЛИСТ СОГЛАСОВАНИЯ ДОГОВОРА
18,Что делать после того как нашли новый тендер?,29,0.6724,0.72,0.0,0.7,1 Назначение
18,Что делать после того как нашли новый тендер?,30,0.2165,0.72,0.0,0.0,1 Назначение
18,Что делать после того как нашли новый тендер?,31,0.2163,0.72,0.0,0.0,10 Порядок допуска к коммерческой тайне
18,Что делать после того как нашли новый тендер?,32,0.6978,0.72,0.0,0.74,6 Предпроектная проработка
18,Что делать после того как нашли новый тендер?,33,0.216,0.72,0.0,0.0,7 Порядок отнесения сведений к коммерческой тайне
18,Что делать после того как нашли новый тендер?,34,0.2158,0.72,0.0,0.0,Таблица 1
18,Что делать после того как нашли новый тендер?,35,0.2151,0.72,0.0,0.0,Приложение 3. Перечень регламентированных процессов договорного отдела.
18,Что делать после того как нашли новый тендер?,36,0.2148,0.72,0.0,0.0,"8 Верификация поставленной продукции, работ (услуг)"
18,Что делать после того как нашли новый тендер?,37,0.6723,0.72,0.0,0.7,СОГЛАСОВАНО:
18,Что делать после того как нашли новый тендер?,38,0.2145,0.72,0.0,0.0,3 Нормативные ссылки
18,Что делать после того как нашли новый тендер?,39,0.2143,0.71,0.0,0.0,СОГЛАСОВАНО:
18,Что делать после того как нашли новый тендер?,40,0.214,0.71,0.0,0.0,7 Порядок учета отходов
18,Что делать после того как нашли новый тендер?,41,0.5002,0.0,0.0,0.77,5 Ответственность.
18,Что делать после того как нашли новый тендер?,42,0.4961,0.0,0.0,0.76,3 Термины и сокращения.
18,Что делать после того как нашли новый тендер?,43,0.4956,0.0,0.0,0.76,Приложение 1 Перечень документированной информации
18,Что делать после того как нашли новый тендер?,44,0.4691,0.0,0.0,0.72,"11 Требования, предъявляемые к субподрядным организациям."
18,Что делать после того как нашли новый тендер?,45,0.4635,0.0,0.0,0.71,2 Область применения
18,Что делать после того как нашли новый тендер?,46,0.4629,0.0,0.0,0.71,5 Стадии выполнения работ
18,Что делать после того как нашли новый тендер?,47,0.4612,0.0,0.0,0.71,7 Стадия проектирования
18,Что делать после того как нашли новый тендер?,48,0.4608,0.0,0.0,0.71,5 Основные положения
18,Что делать после того как нашли новый тендер?,49,0.46,0.0,0.0,0.71,Согласовано:
18,Что делать после того как нашли новый тендер?,50,0.4597,0.0,0.0,0.71,1 Назначение
18,Что делать после того как нашли новый тендер?,51,0.4591,0.0,0.0,0.71,3 Нормативные ссылки
18,Что делать после того как нашли новый тендер?,52,0.459,0.0,0.0,0.71,Приложение В
18,Что делать после того как нашли новый тендер?,53,0.4579,0.0,0.0,0.7,2 Область применения
18,Что делать после того как нашли новый тендер?,54,0.4578,0.0,0.0,0.7,1 Назначение
18,Что делать после того как нашли новый тендер?,55,0.4574,0.0,0.0,0.7,9 Составление технического отчета по выполненным работам
18,Что делать после того как нашли новый тендер?,56,0.4573,0.0,0.0,0.7,2 Область применения
18,Что делать после того как нашли новый тендер?,57,0.4559,0.0,0.0,0.7,Приложение А
18,Что делать после того как нашли новый тендер?,58,0.4556,0.0,0.0,0.7,"7 Порядок действий при внешних поставках для осуществления работ по договорам в офисе Института и внешних поставках, связанных с развитием инфраструктуры и материальных ресурсов Института"
18,Что делать после того как нашли новый тендер?,59,0.4556,0.0,0.0,0.7,"6 Оценка, выбор и переоценка поставщиков."
18,Что делать после того как нашли новый тендер?,60,0.4555,0.0,0.0,0.7,Приложение Г
18,Что делать после того как нашли новый тендер?,61,0.4554,0.0,0.0,0.7,7 Стадия проектирования
18,Что делать после того как нашли новый тендер?,62,0.4551,0.0,0.0,0.7,СОГЛАСОВАНО:
18,Что делать после того как нашли новый тендер?,63,0.4549,0.0,0.0,0.7,3 Задачи
18,Что делать после того как нашли новый тендер?,64,0.4549,0.0,0.0,0.7,Примечания
18,Что делать после того как нашли новый тендер?,65,0.4549,0.0,0.0,0.7,Производственная информация
18,Что делать после того как нашли новый тендер?,66,0.4532,0.0,0.0,0.7,1 Общие положения
18,Что делать после того как нашли новый тендер?,67,0.4532,0.0,0.0,0.7,АО «ВолгоградНИПИнефть»
18,Что делать после того как нашли новый тендер?,68,0.4524,0.0,0.0,0.7,7 Приемка материалов по окончании полевых работ
19,Что нужно делать на предпроектной проработке?,1,0.8237,0.93,0.0,0.84,6 Предпроектная проработка
19,Что нужно делать на предпроектной проработке?,2,0.7372,0.8,0.0,0.76,7 Стадия проектирования
19,Что нужно делать на предпроектной проработке?,3,0.74,0.8,0.0,0.77,7 Стадия проектирования
19,Что нужно делать на предпроектной проработке?,4,0.728,0.77,0.0,0.77,Приложение А. Стадии и этапы выполнения работ
19,Что нужно делать на предпроектной проработке?,5,0.7349,0.77,0.0,0.78,5 Стадии выполнения работ
19,Что нужно делать на предпроектной проработке?,6,0.7052,0.76,0.0,0.73,8 Стадия оформления работы
19,Что нужно делать на предпроектной проработке?,7,0.7095,0.76,0.0,0.74,6 Основные этапы подготовки ТП.
19,Что нужно делать на предпроектной проработке?,8,0.7124,0.75,0.0,0.75,5 Контроль подготовки к работам
19,Что нужно делать на предпроектной проработке?,9,0.6965,0.75,0.0,0.72,"9 Стадия экспертиз, защит и согласований"
19,Что нужно делать на предпроектной проработке?,10,0.2257,0.75,0.0,0.0,Приложение Б. Информационный лист проекта
19,Что нужно делать на предпроектной проработке?,11,0.6943,0.75,0.0,0.72,3 Задачи
19,Что нужно делать на предпроектной проработке?,12,0.7013,0.75,0.0,0.73,3 Задачи
19,Что нужно делать на предпроектной проработке?,13,0.2253,0.75,0.0,0.0,3 Задачи
19,Что нужно делать на предпроектной проработке?,14,0.6971,0.75,0.0,0.73,3 Задачи
19,Что нужно делать на предпроектной проработке?,15,0.2253,0.75,0.0,0.0,3 Задачи
19,Что нужно делать на предпроектной проработке?,16,0.6994,0.75,0.0,0.73,3 Задачи
19,Что нужно делать на предпроектной проработке?,17,0.699,0.75,0.0,0.73,3 Задачи
19,Что нужно делать на предпроектной проработке?,18,0.2253,0.75,0.0,0.0,3 Задачи
19,Что нужно делать на предпроектной проработке?,19,0.6966,0.75,0.0,0.73,Приложение 3. Перечень программного обеспечения
19,Что нужно делать на предпроектной проработке?,20,0.2235,0.74,0.0,0.0,5 Идентификация всех возможных экологических аспектов
19,Что нужно делать на предпроектной проработке?,21,0.2233,0.74,0.0,0.0,ИНСТРУКЦИЯ Стадии выполнения работ «ИН-01-СВР»
19,Что нужно делать на предпроектной проработке?,22,0.2231,0.74,0.0,0.0,2 При использовании программных средств для разработки проектной и рабочей документации объем проверок может быть сокращен.
19,Что нужно делать на предпроектной проработке?,23,0.6962,0.74,0.0,0.73,6 Организация договорной работы
19,Что нужно делать на предпроектной проработке?,24,0.2226,0.74,0.0,0.0,9 Окончание работ. Отчет о командировке
19,Что нужно делать на предпроектной проработке?,25,0.2486,0.74,0.52,0.0,"ПОЛОЖЕНИЕ По организации внутреннего контроля качества и приемки топографо-геодезических, картографических и проектно-изыскательских работ «ПЛ-08-ОВКК»"
19,Что нужно делать на предпроектной проработке?,26,0.7273,0.74,0.53,0.74,4 Функции
19,Что нужно делать на предпроектной проработке?,27,0.7005,0.74,0.0,0.74,Организация договорной работы
19,Что нужно делать на предпроектной проработке?,28,0.692,0.74,0.0,0.72,Организация договорной работы
19,Что нужно делать на предпроектной проработке?,29,0.2224,0.74,0.0,0.0,Организация договорной работы
19,Что нужно делать на предпроектной проработке?,30,0.2219,0.74,0.0,0.0,1 Назначение.
19,Что нужно делать на предпроектной проработке?,31,0.6979,0.74,0.0,0.73,4 Функции
19,Что нужно делать на предпроектной проработке?,32,0.6989,0.74,0.0,0.74,Приложение Б Шаблон информационного листа проекта.
19,Что нужно делать на предпроектной проработке?,33,0.2207,0.74,0.0,0.0,Приложение В
19,Что нужно делать на предпроектной проработке?,34,0.2207,0.74,0.0,0.0,Приложение В
